29.0,35.0,26.0,48.0,0.873,0.4981010393488337
20.0,13.0,18.0,45.0,0.4888,0.566973881535807
16.0,24.0,11.0,25.0,0.82,0.6446902379916735
15.0,21.0,16.0,25.0,0.9757,0.52192050233607
8.0,4.0,14.0,16.0,0.3395,0.5493763514582565
41.0,46.0,35.0,43.0,0.8974999999999999,0.5472837284997611
6.0,2.0,20.0,17.0,0.4213,0.7264175389037043
34.0,18.0,27.0,54.0,0.8987,0.5702985170910609
7.0,16.0,7.0,22.0,0.4739,0.4531810524529766
24.0,9.0,12.0,44.0,0.692,0.6159710234733472
23.0,32.0,28.0,33.0,0.9664,0.5064515087620182
4.0,0.0,1.0,6.0,0.111,0.8829298379426913
42.0,40.0,20.0,68.0,0.8535,0.5487480015061281
18.0,28.0,29.0,25.0,0.6801,0.4812177569688298
18.0,29.0,28.0,24.0,0.9003999999999999,0.6301355595934646
21.0,15.0,11.0,8.0,0.5153,0.4513871354116086
3.0,4.0,9.0,16.0,0.3168,0.6983483342493144
10.0,22.0,9.0,24.0,0.6352,0.5714418998870457
33.0,15.0,21.0,42.0,0.8371,0.5233608014333655
14.0,14.0,20.0,25.0,0.6457,0.5859200087289148
17.0,10.0,18.0,21.0,0.7879,0.571711262590294
38.0,16.0,10.0,19.0,0.7802,0.5979363252780974
15.0,17.0,10.0,9.0,0.5311,0.6515885645608216
4.0,11.0,9.0,24.0,0.3964,0.6310318732193732
30.0,21.0,20.0,35.0,0.9009,0.5678927941497773
16.0,6.0,13.0,11.0,0.3316,0.6230294270910145
24.0,23.0,31.0,31.0,0.5464,0.5552838007962528
27.0,33.0,22.0,51.0,0.9498,0.5707395077530786
34.0,33.0,29.0,33.0,0.7905999999999999,0.5429386369619498
19.0,29.0,28.0,42.0,0.6582,0.5220254785248729
26.0,18.0,26.0,28.0,0.7688,0.5097983628600995
26.0,15.0,11.0,23.0,0.8580999999999999,0.4574085284429805
16.0,7.0,18.0,17.0,0.5039,0.5576007019465832
26.0,31.0,24.0,44.0,0.8865,0.4908889365790041
30.0,22.0,13.0,43.0,0.9779000000000002,0.5725504758444832
21.0,9.0,13.0,28.0,0.3745,0.593523433003472
3.0,21.0,11.0,32.0,0.4031,0.5893200293143218
25.0,31.0,14.0,25.0,0.6126,0.4880867724249228
13.0,13.0,13.0,16.0,0.7397,0.4355077644955872
41.0,31.0,23.0,28.0,0.9218,0.5747143054199738
23.0,22.0,15.0,30.0,0.7323,0.3914980589546311
13.0,19.0,27.0,25.0,0.9459,0.547627536511332
22.0,27.0,16.0,47.0,0.7484,0.5859839533465466
6.0,6.0,10.0,11.0,0.2772,0.5704564064813359
10.0,4.0,6.0,6.0,0.2784,0.801026529796027
19.0,25.0,19.0,54.0,0.782,0.6536906834516316
9.0,26.0,37.0,44.0,0.9553,0.601255944875504
18.0,52.0,21.0,61.0,0.9332,0.5492721769631137
25.0,15.0,17.0,30.0,0.7498,0.5144481918759117
38.0,36.0,29.0,22.0,0.9128,0.5183450407417814
16.0,24.0,19.0,26.0,0.9647,0.5132527052451199
38.0,46.0,21.0,38.0,0.7985,0.6021022882989396
41.0,26.0,17.0,47.0,0.9663,0.5644574432155213
28.0,35.0,25.0,27.0,0.7195,0.6059518185668791
45.0,30.0,38.0,48.0,0.9266,0.4739116643253905
20.0,40.0,27.0,40.0,0.8545,0.5185499167357857
20.0,23.0,18.0,42.0,0.6215,0.544968801812617
7.0,21.0,15.0,25.0,0.6788,0.4526167802842854
34.0,26.0,32.0,41.0,0.8894999999999998,0.5385018063415973
30.0,12.0,19.0,33.0,0.7928,0.6101607975704111
49.0,32.0,34.0,31.0,0.8717,0.5666285988963572
6.0,8.0,4.0,9.0,0.3169,0.6830599577045585
